,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
10224,0.78,x,g,n,f,a,,p,3.75,0.96,,h,k,,,f,f,,d,s,p
10225,0.58,x,g,p,f,a,,n,4.01,0.91,,s,k,,,f,f,,d,u,p
10226,0.64,x,g,e,f,a,,n,4.09,0.95,,h,k,,,f,f,,d,w,p
10227,0.77,x,g,e,f,a,,p,4.43,1.1,,h,k,,,f,f,,d,a,p
10228,0.85,x,g,e,f,a,,n,3.85,1.08,,s,k,,,f,f,,d,u,p
10229,0.86,x,g,e,f,a,,n,4.47,1.04,,s,k,,,f,f,,d,s,p
10230,0.81,x,g,p,f,a,,n,4.0,1.0,,h,k,,,f,f,,d,w,p
10231,0.65,x,g,e,f,a,,p,3.9,0.98,,s,k,,,f,f,,d,a,p
10232,0.82,x,g,p,f,a,,p,3.93,0.96,,h,k,,,f,f,,d,a,p
10233,0.69,x,g,e,f,a,,p,4.09,1.03,,h,k,,,f,f,,d,w,p
10234,0.77,x,g,e,f,a,,p,4.13,1.02,,s,k,,,f,f,,d,a,p
10235,0.75,x,g,e,f,a,,p,3.91,0.98,,s,k,,,f,f,,d,s,p
10236,0.75,x,g,e,f,a,,n,3.71,0.96,,h,k,,,f,f,,d,u,p
10237,3.37,b,g,n,f,a,d,g,3.35,2.55,,s,g,,,f,f,,d,s,e
10238,4.11,b,g,n,f,a,d,g,5.27,3.45,,s,n,,,f,f,,d,s,e
10239,3.99,f,g,n,f,a,d,g,6.45,3.75,,s,n,,,f,f,,d,w,e
10240,4.98,b,g,n,f,a,d,g,5.22,3.89,,s,g,,,f,f,,d,u,e
10241,3.14,f,g,n,f,a,d,g,4.6,3.02,,s,n,,,f,f,,d,w,e
10242,4.55,b,g,g,f,a,d,g,4.97,3.45,,s,n,,,f,f,,d,a,e
10243,4.43,b,g,n,f,a,d,g,5.7,3.18,,s,g,,,f,f,,d,u,e
10244,4.51,b,g,g,f,a,d,g,6.11,4.26,,s,n,,,f,f,,d,u,e
10245,3.71,b,g,n,f,a,d,g,4.12,2.73,,s,g,,,f,f,,d,u,e
10246,4.54,f,g,g,f,a,d,g,5.17,3.51,,s,g,,,f,f,,d,u,e
10247,3.04,f,g,g,f,a,d,g,4.56,2.79,,s,n,,,f,f,,d,w,e
10248,3.29,f,g,g,f,a,d,g,3.98,2.57,,s,g,,,f,f,,d,w,e
10249,3.85,b,g,n,f,a,d,g,5.32,3.25,,s,g,,,f,f,,d,a,e
10250,4.55,b,g,g,f,a,d,g,5.26,3.13,,s,n,,,f,f,,d,a,e
10251,3.98,f,g,n,f,a,d,g,6.83,4.1,,s,n,,,f,f,,d,w,e
10252,4.72,b,g,g,f,a,d,g,5.18,3.75,,s,n,,,f,f,,d,s,e
10253,4.08,f,g,n,f,a,d,g,5.29,3.81,,s,n,,,f,f,,d,u,e
10254,5.19,b,g,g,f,a,d,g,5.78,3.92,,s,n,,,f,f,,d,s,e
10255,2.8,b,g,n,f,a,d,g,4.54,2.92,,s,n,,,f,f,,d,s,e
10256,4.1,f,g,n,f,a,d,g,6.1,3.83,,s,g,,,f,f,,d,a,e
10257,5.22,b,g,n,f,a,d,g,5.6,3.59,,s,g,,,f,f,,d,s,e
10258,3.49,b,g,g,f,a,d,g,4.45,3.26,,s,g,,,f,f,,d,u,e
10259,4.45,f,g,n,f,a,d,g,6.05,4.36,,s,g,,,f,f,,d,s,e
10260,5.13,b,g,g,f,a,d,g,5.37,4.01,,s,g,,,f,f,,d,s,e
10261,4.28,b,g,g,f,a,d,g,5.49,3.23,,s,g,,,f,f,,d,u,e
10262,3.29,b,g,g,f,a,d,g,4.89,2.6,,s,g,,,f,f,,d,a,e
10263,4.45,f,g,g,f,a,d,g,6.24,3.81,,s,g,,,f,f,,d,s,e
10264,2.58,f,g,g,f,a,d,g,3.97,2.89,,s,g,,,f,f,,d,a,e
10265,4.02,b,g,n,f,a,d,g,6.27,3.7,,s,g,,,f,f,,d,s,e
10266,3.09,b,g,n,f,a,d,g,6.11,3.77,,s,g,,,f,f,,d,a,e
10267,4.75,b,g,n,f,a,d,g,6.77,4.24,,s,n,,,f,f,,d,s,e
10268,4.53,b,g,g,f,a,d,g,6.99,4.53,,s,g,,,f,f,,d,w,e
10269,5.32,f,g,g,f,a,d,g,5.82,3.96,,s,g,,,f,f,,d,s,e
10270,5.76,b,g,g,f,a,d,g,7.04,4.96,,s,g,,,f,f,,d,u,e
10271,3.71,f,g,g,f,a,d,g,5.59,3.63,,s,g,,,f,f,,d,s,e
10272,3.73,f,g,n,f,a,d,g,4.73,2.82,,s,n,,,f,f,,d,w,e
10273,3.28,f,g,g,f,a,d,g,4.29,2.64,,s,g,,,f,f,,d,s,e
10274,3.18,f,g,g,f,a,d,g,4.33,2.95,,s,g,,,f,f,,d,a,e
10275,4.09,b,g,g,f,a,d,g,5.07,3.71,,s,g,,,f,f,,d,w,e
10276,2.44,b,g,g,f,a,d,g,4.57,2.52,,s,n,,,f,f,,d,a,e
10277,4.68,f,g,g,f,a,d,g,6.2,3.64,,s,n,,,f,f,,d,w,e
10278,4.56,f,g,g,f,a,d,g,5.18,3.55,,s,n,,,f,f,,d,a,e
10279,4.58,f,g,n,f,a,d,g,5.33,3.8,,s,n,,,f,f,,d,u,e
10280,4.07,b,g,g,f,a,d,g,4.43,2.45,,s,n,,,f,f,,d,u,e
10281,4.75,f,g,g,f,a,d,g,8.74,4.68,,s,n,,,f,f,,d,w,e
10282,5.39,b,g,g,f,a,d,g,5.48,3.26,,s,n,,,f,f,,d,w,e
10283,2.93,b,g,n,f,a,d,g,4.91,3.4,,s,n,,,f,f,,d,s,e
10284,4.5,b,g,n,f,a,d,g,5.84,3.21,,s,g,,,f,f,,d,s,e
10285,3.13,b,g,n,f,a,d,g,4.09,2.57,,s,n,,,f,f,,d,s,e
10286,4.76,b,g,n,f,a,d,g,5.94,3.67,,s,g,,,f,f,,d,a,e
10287,3.59,f,g,n,f,a,d,g,4.13,3.09,,s,g,,,f,f,,d,a,e
10288,2.27,b,g,n,f,a,d,g,5.01,3.2,,s,n,,,f,f,,d,u,e
10289,3.06,b,g,g,f,a,d,g,5.75,2.86,,s,n,,,f,f,,d,a,e
10290,3.92,b,g,g,f,a,d,g,5.53,3.95,,s,g,,,f,f,,d,u,e
10291,4.4,f,g,g,f,a,d,g,7.5,4.09,,s,n,,,f,f,,d,w,e
10292,4.23,b,g,g,f,a,d,g,6.87,3.97,,s,g,,,f,f,,d,s,e
10293,5.03,b,g,g,f,a,d,g,7.28,3.67,,s,g,,,f,f,,d,a,e
10294,2.18,f,g,n,f,a,d,g,4.55,2.11,,s,g,,,f,f,,d,w,e
10295,4.81,b,g,n,f,a,d,g,6.17,4.25,,s,n,,,f,f,,d,a,e
10296,4.32,b,g,n,f,a,d,g,6.37,3.5,,s,g,,,f,f,,d,s,e
10297,2.82,f,g,n,f,a,d,g,4.69,3.3,,s,g,,,f,f,,d,s,e
10298,4.35,b,g,n,f,a,d,g,6.06,3.72,,s,n,,,f,f,,d,a,e
10299,4.5,b,g,g,f,a,d,g,5.72,3.86,,s,n,,,f,f,,d,a,e
10300,3.31,f,g,n,f,a,d,g,5.17,3.46,,s,n,,,f,f,,d,w,e
10301,4.74,b,g,n,f,a,d,g,6.75,3.94,,s,n,,,f,f,,d,w,e
10302,4.23,b,g,g,f,a,d,g,5.59,3.11,,s,g,,,f,f,,d,w,e
10303,5.09,b,g,g,f,a,d,g,6.97,3.77,,s,n,,,f,f,,d,s,e
10304,4.24,f,g,g,f,a,d,g,4.58,3.29,,s,n,,,f,f,,d,s,e
10305,3.73,b,g,n,f,a,d,g,5.75,3.11,,s,g,,,f,f,,d,w,e
10306,4.13,b,g,n,f,a,d,g,5.02,2.99,,s,g,,,f,f,,d,s,e
10307,4.03,f,g,n,f,a,d,g,5.39,3.3,,s,n,,,f,f,,d,u,e
10308,4.45,f,g,g,f,a,d,g,6.53,4.35,,s,n,,,f,f,,d,a,e
10309,4.52,b,g,n,f,a,d,g,4.93,3.61,,s,g,,,f,f,,d,w,e
10310,3.3,b,g,g,f,a,d,g,3.77,2.66,,s,g,,,f,f,,d,a,e
10311,4.53,f,g,n,f,a,d,g,5.14,3.41,,s,n,,,f,f,,d,w,e
10312,3.81,f,g,g,f,a,d,g,5.61,3.68,,s,g,,,f,f,,d,w,e
10313,4.47,f,g,n,f,a,d,g,4.52,3.39,,s,n,,,f,f,,d,a,e
10314,4.34,f,g,g,f,a,d,g,6.0,3.66,,s,n,,,f,f,,d,w,e
10315,4.39,f,g,g,f,a,d,g,5.68,3.65,,s,n,,,f,f,,d,s,e
10316,3.99,f,g,n,f,a,d,g,6.59,3.43,,s,g,,,f,f,,d,u,e
10317,3.98,f,g,g,f,a,d,g,6.34,3.41,,s,g,,,f,f,,d,w,e
10318,3.95,b,g,g,f,a,d,g,5.21,3.5,,s,g,,,f,f,,d,a,e
10319,4.22,b,g,g,f,a,d,g,4.21,2.96,,s,n,,,f,f,,d,w,e
10320,4.32,b,g,n,f,a,d,g,5.36,3.63,,s,g,,,f,f,,d,u,e
10321,3.8,b,g,g,f,a,d,g,4.97,3.24,,s,n,,,f,f,,d,s,e
10322,4.18,f,g,n,f,a,d,g,4.04,3.28,,s,n,,,f,f,,d,s,e
10323,3.12,b,g,g,f,a,d,g,4.37,3.57,,s,g,,,f,f,,d,s,e
10324,3.9,b,g,n,f,a,d,g,5.56,3.13,,s,n,,,f,f,,d,u,e
10325,5.8,f,g,n,f,a,d,g,5.65,3.81,,s,g,,,f,f,,d,a,e
10326,3.59,b,g,n,f,a,d,g,6.82,3.5,,s,g,,,f,f,,d,u,e
10327,3.93,f,g,g,f,a,d,g,4.38,2.95,,s,n,,,f,f,,d,w,e
10328,4.67,f,g,g,f,a,d,g,5.73,3.2,,s,n,,,f,f,,d,w,e
10329,4.46,b,g,n,f,a,d,g,6.77,4.08,,s,g,,,f,f,,d,w,e
10330,4.51,f,g,n,f,a,d,g,5.12,3.09,,s,n,,,f,f,,d,s,e
10331,4.19,b,g,n,f,a,d,g,5.82,3.76,,s,g,,,f,f,,d,a,e
10332,4.32,f,g,n,f,a,d,g,5.78,3.93,,s,g,,,f,f,,d,a,e
10333,4.13,f,g,n,f,a,d,g,5.35,3.72,,s,n,,,f,f,,d,a,e
10334,3.93,b,g,g,f,a,d,g,5.27,3.19,,s,n,,,f,f,,d,w,e
10335,3.63,b,g,g,f,a,d,g,5.77,3.32,,s,n,,,f,f,,d,a,e
10336,4.19,b,g,g,f,a,d,g,6.38,4.09,,s,g,,,f,f,,d,w,e
10337,3.73,b,g,n,f,a,d,g,5.21,3.0,,s,n,,,f,f,,d,a,e
10338,3.76,f,g,g,f,a,d,g,4.85,3.57,,s,n,,,f,f,,d,u,e
10339,4.78,f,g,n,f,a,d,g,5.87,4.2,,s,g,,,f,f,,d,u,e
10340,4.74,f,g,n,f,a,d,g,5.99,3.34,,s,g,,,f,f,,d,u,e
10341,4.91,b,g,n,f,a,d,g,6.59,4.38,,s,g,,,f,f,,d,w,e
10342,4.58,b,g,n,f,a,d,g,6.26,3.3,,s,g,,,f,f,,d,w,e
10343,5.05,f,g,n,f,a,d,g,7.25,4.26,,s,n,,,f,f,,d,w,e
10344,3.7,f,g,n,f,a,d,g,5.74,3.67,,s,g,,,f,f,,d,a,e
10345,4.21,f,g,n,f,a,d,g,5.76,3.46,,s,g,,,f,f,,d,s,e
10346,2.58,b,g,g,f,a,d,g,3.95,2.79,,s,g,,,f,f,,d,w,e
10347,5.11,b,g,n,f,a,d,g,6.61,3.26,,s,n,,,f,f,,d,w,e
10348,5.88,f,g,g,f,a,d,g,7.0,4.52,,s,g,,,f,f,,d,u,e
10349,3.71,b,g,n,f,a,d,g,5.13,3.04,,s,g,,,f,f,,d,a,e
10350,3.61,f,g,n,f,a,d,g,4.76,3.63,,s,n,,,f,f,,d,w,e
10351,1.68,b,g,n,f,a,d,g,3.74,3.4,,s,n,,,f,f,,d,a,e
10352,3.86,b,g,n,f,a,d,g,6.51,4.45,,s,g,,,f,f,,d,w,e
10353,3.62,f,g,n,f,a,d,g,5.7,3.52,,s,g,,,f,f,,d,u,e
10354,4.59,b,g,g,f,a,d,g,5.07,3.98,,s,g,,,f,f,,d,u,e
10355,5.41,b,g,g,f,a,d,g,6.34,4.45,,s,g,,,f,f,,d,u,e
10356,4.58,f,g,g,f,a,d,g,5.29,3.53,,s,n,,,f,f,,d,a,e
10357,4.61,f,g,g,f,a,d,g,6.31,3.83,,s,g,,,f,f,,d,a,e
10358,4.72,f,g,g,f,a,d,g,4.73,3.08,,s,n,,,f,f,,d,w,e
10359,5.03,b,g,g,f,a,d,g,6.19,3.88,,s,g,,,f,f,,d,w,e
10360,4.32,f,g,g,f,a,d,g,5.79,3.82,,s,g,,,f,f,,d,s,e
10361,3.72,f,g,g,f,a,d,g,5.91,3.52,,s,n,,,f,f,,d,a,e
10362,3.7,b,g,g,f,a,d,g,5.35,3.17,,s,n,,,f,f,,d,a,e
10363,4.76,f,g,g,f,a,d,g,7.42,4.55,,s,g,,,f,f,,d,u,e
10364,3.35,f,g,n,f,a,d,g,3.92,2.93,,s,n,,,f,f,,d,a,e
10365,4.27,b,g,g,f,a,d,g,5.08,3.77,,s,g,,,f,f,,d,w,e
10366,3.56,b,g,g,f,a,d,g,5.22,3.21,,s,g,,,f,f,,d,u,e
10367,3.58,f,g,n,f,a,d,g,5.58,3.71,,s,n,,,f,f,,d,u,e
10368,3.94,f,g,g,f,a,d,g,3.98,2.67,,s,g,,,f,f,,d,s,e
10369,4.43,b,g,g,f,a,d,g,5.45,3.35,,s,n,,,f,f,,d,s,e
10370,3.05,f,g,n,f,a,d,g,4.05,2.35,,s,n,,,f,f,,d,s,e
10371,4.22,b,g,n,f,a,d,g,4.63,3.34,,s,n,,,f,f,,d,w,e
10372,4.42,f,g,n,f,a,d,g,7.24,4.12,,s,g,,,f,f,,d,a,e
10373,3.7,b,g,g,f,a,d,g,6.35,3.8,,s,g,,,f,f,,d,a,e
10374,3.4,f,g,g,f,a,d,g,5.63,4.01,,s,n,,,f,f,,d,w,e
10375,3.69,f,g,g,f,a,d,g,6.64,3.74,,s,g,,,f,f,,d,s,e
10376,3.23,b,g,n,f,a,d,g,4.48,2.7,,s,n,,,f,f,,d,w,e
10377,4.91,f,g,g,f,a,d,g,4.93,4.03,,s,n,,,f,f,,d,u,e
10378,3.31,f,g,g,f,a,d,g,3.85,2.83,,s,g,,,f,f,,d,w,e
10379,4.44,f,g,n,f,a,d,g,5.41,3.87,,s,n,,,f,f,,d,a,e
10380,3.78,f,g,g,f,a,d,g,5.25,3.14,,s,n,,,f,f,,d,a,e
10381,3.39,b,g,g,f,a,d,g,5.48,3.62,,s,g,,,f,f,,d,a,e
10382,4.81,f,g,g,f,a,d,g,5.06,3.37,,s,g,,,f,f,,d,a,e
10383,3.44,f,g,g,f,a,d,g,4.31,3.43,,s,n,,,f,f,,d,s,e
10384,3.09,b,g,g,f,a,d,g,5.24,2.99,,s,g,,,f,f,,d,w,e
10385,3.69,f,g,n,f,a,d,g,6.09,3.74,,s,g,,,f,f,,d,a,e
10386,4.13,f,g,g,f,a,d,g,5.15,2.99,,s,g,,,f,f,,d,a,e
10387,3.69,b,g,g,f,a,d,g,4.29,3.13,,s,n,,,f,f,,d,w,e
10388,4.2,f,g,g,f,a,d,g,7.22,4.22,,s,n,,,f,f,,d,a,e
10389,4.29,b,g,n,f,a,d,g,6.99,3.79,,s,g,,,f,f,,d,a,e
10390,3.91,f,g,n,f,a,d,g,6.34,4.16,,s,n,,,f,f,,d,w,e
10391,3.95,b,g,n,f,a,d,g,6.46,4.17,,s,g,,,f,f,,d,s,e
10392,3.96,b,g,n,f,a,d,g,5.82,4.1,,s,g,,,f,f,,d,s,e
10393,4.19,f,g,n,f,a,d,g,5.52,3.62,,s,g,,,f,f,,d,a,e
10394,3.69,f,g,n,f,a,d,g,4.51,2.95,,s,n,,,f,f,,d,a,e
10395,3.68,f,g,n,f,a,d,g,5.39,2.75,,s,g,,,f,f,,d,u,e
10396,3.83,b,g,g,f,a,d,g,5.7,3.36,,s,g,,,f,f,,d,a,e
10397,4.74,b,g,g,f,a,d,g,5.05,3.48,,s,g,,,f,f,,d,s,e
10398,3.04,b,g,g,f,a,d,g,4.82,3.1,,s,g,,,f,f,,d,s,e
10399,5.33,f,g,g,f,a,d,g,5.74,3.19,,s,n,,,f,f,,d,w,e
10400,4.33,b,g,g,f,a,d,g,5.22,3.01,,s,n,,,f,f,,d,s,e
10401,4.3,f,g,g,f,a,d,g,5.94,3.93,,s,n,,,f,f,,d,u,e
10402,4.4,f,g,n,f,a,d,g,5.79,3.43,,s,n,,,f,f,,d,a,e
10403,4.64,f,g,n,f,a,d,g,6.0,3.52,,s,g,,,f,f,,d,u,e
10404,4.37,f,g,g,f,a,d,g,5.45,3.21,,s,n,,,f,f,,d,w,e
10405,3.16,f,g,n,f,a,d,g,4.88,3.18,,s,g,,,f,f,,d,a,e
10406,5.08,f,g,g,f,a,d,g,5.66,4.23,,s,g,,,f,f,,d,a,e
10407,4.88,f,g,n,f,a,d,g,5.54,3.62,,s,n,,,f,f,,d,u,e
10408,4.95,b,g,g,f,a,d,g,6.23,3.83,,s,n,,,f,f,,d,a,e
10409,4.23,b,g,g,f,a,d,g,4.99,3.33,,s,n,,,f,f,,d,a,e
10410,3.88,b,g,n,f,a,d,g,5.61,3.89,,s,g,,,f,f,,d,s,e
10411,3.81,f,g,n,f,a,d,g,5.41,3.45,,s,n,,,f,f,,d,w,e
10412,3.75,f,g,g,f,a,d,g,4.68,3.01,,s,g,,,f,f,,d,w,e
10413,3.74,f,g,g,f,a,d,g,4.73,3.34,,s,n,,,f,f,,d,u,e
10414,4.37,b,g,g,f,a,d,g,7.11,3.99,,s,g,,,f,f,,d,a,e
10415,4.16,f,g,g,f,a,d,g,4.78,3.26,,s,n,,,f,f,,d,a,e
10416,5.38,b,g,g,f,a,d,g,5.61,3.58,,s,g,,,f,f,,d,s,e
10417,4.66,b,g,g,f,a,d,g,5.99,3.52,,s,n,,,f,f,,d,a,e
10418,4.47,f,g,n,f,a,d,g,6.78,4.68,,s,g,,,f,f,,d,s,e
10419,3.35,f,g,g,f,a,d,g,4.99,3.11,,s,n,,,f,f,,d,s,e
10420,4.07,f,g,n,f,a,d,g,5.94,3.88,,s,n,,,f,f,,d,w,e
10421,3.56,f,g,g,f,a,d,g,4.43,2.69,,s,n,,,f,f,,d,w,e
10422,2.49,b,g,g,f,a,d,g,4.61,2.55,,s,n,,,f,f,,d,w,e
10423,5.04,b,g,n,f,a,d,g,6.85,4.06,,s,n,,,f,f,,d,s,e
10424,3.38,f,g,g,f,a,d,g,4.13,2.92,,s,n,,,f,f,,d,u,e
10425,3.51,f,g,g,f,a,d,g,6.07,3.55,,s,n,,,f,f,,d,a,e
10426,3.62,f,g,g,f,a,d,g,5.46,3.4,,s,n,,,f,f,,d,s,e
10427,4.72,f,g,g,f,a,d,g,4.93,3.77,,s,n,,,f,f,,d,a,e
10428,3.82,f,g,n,f,a,d,g,5.62,3.37,,s,g,,,f,f,,d,s,e
10429,4.47,f,g,n,f,a,d,g,5.62,3.56,,s,g,,,f,f,,d,a,e
10430,3.54,b,g,g,f,a,d,g,5.17,3.89,,s,n,,,f,f,,d,w,e
10431,4.87,f,g,n,f,a,d,g,6.88,3.85,,s,g,,,f,f,,d,w,e
10432,4.64,b,g,n,f,a,d,g,4.68,3.17,,s,g,,,f,f,,d,a,e
10433,3.17,f,g,n,f,a,d,g,5.09,2.96,,s,g,,,f,f,,d,u,e
10434,3.99,b,g,n,f,a,d,g,5.19,3.33,,s,g,,,f,f,,d,s,e
10435,4.19,b,g,n,f,a,d,g,5.69,3.45,,s,g,,,f,f,,d,u,e
10436,3.17,b,g,n,f,a,d,g,5.06,3.1,,s,n,,,f,f,,d,u,e
10437,4.51,f,g,g,f,a,d,g,5.49,2.91,,s,n,,,f,f,,d,a,e
10438,4.18,b,g,g,f,a,d,g,6.0,3.49,,s,n,,,f,f,,d,u,e
10439,3.41,b,g,n,f,a,d,g,4.68,2.8,,s,g,,,f,f,,d,w,e
10440,5.07,b,g,n,f,a,d,g,7.1,4.46,,s,n,,,f,f,,d,w,e
10441,4.66,b,g,g,f,a,d,g,6.36,4.24,,s,g,,,f,f,,d,w,e
10442,3.47,b,g,n,f,a,d,g,4.24,3.08,,s,n,,,f,f,,d,a,e
10443,3.19,b,g,g,f,a,d,g,4.84,3.46,,s,n,,,f,f,,d,u,e
10444,3.76,b,g,g,f,a,d,g,6.04,4.01,,s,n,,,f,f,,d,s,e
10445,3.62,f,g,g,f,a,d,g,5.89,3.54,,s,g,,,f,f,,d,a,e
10446,5.5,b,g,g,f,a,d,g,6.58,4.28,,s,g,,,f,f,,d,u,e
10447,3.34,f,g,n,f,a,d,g,3.94,2.79,,s,n,,,f,f,,d,s,e
10448,4.55,b,g,n,f,a,d,g,6.54,3.7,,s,n,,,f,f,,d,s,e
10449,3.81,b,g,g,f,a,d,g,5.5,3.98,,s,g,,,f,f,,d,s,e
10450,3.6,b,g,n,f,a,d,g,6.04,3.9,,s,n,,,f,f,,d,s,e
10451,5.14,b,g,n,f,a,d,g,5.84,3.7,,s,g,,,f,f,,d,a,e
10452,3.31,b,g,g,f,a,d,g,4.94,2.76,,s,n,,,f,f,,d,s,e
10453,3.52,f,g,g,f,a,d,g,4.33,2.87,,s,g,,,f,f,,d,s,e
10454,3.92,f,g,n,f,a,d,g,4.3,3.16,,s,g,,,f,f,,d,u,e
10455,4.45,f,g,g,f,a,d,g,6.19,4.42,,s,g,,,f,f,,d,u,e
10456,4.74,f,g,n,f,a,d,g,5.42,3.45,,s,g,,,f,f,,d,u,e
10457,3.57,f,g,g,f,a,d,g,4.24,2.92,,s,n,,,f,f,,d,w,e
10458,4.42,f,g,n,f,a,d,g,5.66,3.86,,s,n,,,f,f,,d,s,e
10459,4.65,f,g,n,f,a,d,g,6.16,4.11,,s,n,,,f,f,,d,w,e
10460,2.6,b,g,n,f,a,d,g,3.43,3.2,,s,n,,,f,f,,d,u,e
10461,5.69,f,g,g,f,a,d,g,6.25,3.14,,s,n,,,f,f,,d,w,e
10462,4.89,b,g,g,f,a,d,g,5.63,3.61,,s,n,,,f,f,,d,u,e
10463,3.85,b,g,n,f,a,d,g,5.99,4.78,,s,n,,,f,f,,d,a,e
10464,4.65,b,g,n,f,a,d,g,7.2,4.24,,s,n,,,f,f,,d,s,e
10465,4.14,b,g,g,f,a,d,g,5.78,3.63,,s,n,,,f,f,,d,u,e
10466,4.58,b,g,n,f,a,d,g,5.28,3.44,,s,g,,,f,f,,d,s,e
10467,3.66,b,g,g,f,a,d,g,5.19,3.44,,s,g,,,f,f,,d,u,e
10468,4.2,f,g,n,f,a,d,g,4.82,3.65,,s,g,,,f,f,,d,u,e
10469,2.96,f,g,g,f,a,d,g,5.4,4.16,,s,g,,,f,f,,d,w,e
10470,3.8,b,g,n,f,a,d,g,6.6,3.88,,s,n,,,f,f,,d,a,e
10471,3.49,b,g,n,f,a,d,g,4.44,2.85,,s,g,,,f,f,,d,u,e
10472,4.18,b,g,g,f,a,d,g,6.03,3.97,,s,g,,,f,f,,d,s,e
10473,4.8,f,g,g,f,a,d,g,6.43,4.13,,s,g,,,f,f,,d,u,e
10474,4.91,f,g,n,f,a,d,g,7.36,4.73,,s,n,,,f,f,,d,w,e
10475,4.56,b,g,g,f,a,d,g,6.44,3.89,,s,g,,,f,f,,d,u,e
10476,3.54,f,g,n,f,a,d,g,4.53,3.45,,s,g,,,f,f,,d,w,e
10477,4.04,b,g,g,f,a,d,g,5.32,3.4,,s,g,,,f,f,,d,a,e
10478,4.47,f,g,n,f,a,d,g,5.75,4.04,,s,n,,,f,f,,d,s,e
10479,4.12,f,g,n,f,a,d,g,5.26,3.43,,s,n,,,f,f,,d,w,e
10480,4.39,b,g,g,f,a,d,g,6.09,3.92,,s,n,,,f,f,,d,u,e
10481,4.18,f,g,n,f,a,d,g,6.04,4.18,,s,g,,,f,f,,d,w,e
10482,4.62,f,g,g,f,a,d,g,5.09,3.75,,s,n,,,f,f,,d,u,e
10483,3.04,f,g,n,f,a,d,g,4.81,2.87,,s,n,,,f,f,,d,a,e
10484,3.68,f,g,g,f,a,d,g,6.23,3.52,,s,n,,,f,f,,d,u,e
10485,4.33,b,g,g,f,a,d,g,4.96,3.49,,s,g,,,f,f,,d,s,e
10486,4.57,b,g,g,f,a,d,g,5.55,4.06,,s,g,,,f,f,,d,w,e
10487,4.21,b,g,n,f,a,d,g,5.49,3.35,,s,n,,,f,f,,d,u,e
10488,4.05,f,g,n,f,a,d,g,5.62,3.08,,s,g,,,f,f,,d,s,e
10489,4.11,f,g,g,f,a,d,g,5.6,3.21,,s,g,,,f,f,,d,u,e
10490,3.96,b,g,g,f,a,d,g,3.9,3.01,,s,n,,,f,f,,d,u,e
10491,5.73,f,g,n,f,a,d,g,6.2,3.83,,s,g,,,f,f,,d,w,e
10492,4.37,f,g,n,f,a,d,g,5.44,3.58,,s,g,,,f,f,,d,s,e
10493,3.56,b,g,g,f,a,d,g,4.99,3.76,,s,n,,,f,f,,d,u,e
10494,4.34,b,g,n,f,a,d,g,5.92,3.86,,s,g,,,f,f,,d,s,e
10495,4.26,b,g,g,f,a,d,g,4.65,3.2,,s,n,,,f,f,,d,u,e
10496,4.97,b,g,n,f,a,d,g,6.07,3.91,,s,g,,,f,f,,d,u,e
10497,2.83,f,g,g,f,a,d,g,4.22,2.56,,s,g,,,f,f,,d,s,e
10498,4.21,f,g,n,f,a,d,g,6.24,3.94,,s,n,,,f,f,,d,s,e
10499,4.4,f,g,g,f,a,d,g,5.63,4.14,,s,n,,,f,f,,d,u,e
10500,4.81,b,g,n,f,a,d,g,5.5,4.11,,s,g,,,f,f,,d,u,e
10501,3.92,f,g,n,f,a,d,g,5.89,3.76,,s,n,,,f,f,,d,u,e
10502,4.71,b,g,n,f,a,d,g,5.74,3.8,,s,n,,,f,f,,d,a,e
10503,3.95,b,g,g,f,a,d,g,4.7,3.38,,s,g,,,f,f,,d,u,e
10504,4.27,b,g,n,f,a,d,g,6.26,3.69,,s,n,,,f,f,,d,a,e
10505,5.11,b,g,n,f,a,d,g,6.77,4.29,,s,n,,,f,f,,d,s,e
10506,4.66,b,g,n,f,a,d,g,6.85,4.38,,s,g,,,f,f,,d,u,e
10507,2.56,b,g,g,f,a,d,g,5.83,3.31,,s,g,,,f,f,,d,u,e
10508,4.46,b,g,n,f,a,d,g,4.54,3.01,,s,g,,,f,f,,d,s,e
10509,3.15,f,g,n,f,a,d,g,4.93,3.13,,s,n,,,f,f,,d,s,e
10510,2.77,f,g,n,f,a,d,g,6.49,4.01,,s,n,,,f,f,,d,w,e
10511,3.69,f,g,g,f,a,d,g,4.69,2.91,,s,n,,,f,f,,d,a,e
10512,3.83,b,g,g,f,a,d,g,3.96,2.7,,s,n,,,f,f,,d,s,e
10513,3.75,b,g,g,f,a,d,g,5.52,3.53,,s,g,,,f,f,,d,s,e
10514,3.52,b,g,g,f,a,d,g,4.0,2.89,,s,n,,,f,f,,d,s,e
10515,3.34,b,g,g,f,a,d,g,4.59,3.29,,s,n,,,f,f,,d,u,e
10516,4.16,f,g,g,f,a,d,g,5.26,2.7,,s,g,,,f,f,,d,s,e
10517,3.29,b,g,n,f,a,d,g,3.2,2.14,,s,g,,,f,f,,d,w,e
10518,2.89,f,g,n,f,a,d,g,4.06,3.15,,s,n,,,f,f,,d,a,e
